datetime,dep,tx_incidence,tx_positivite,taux_occupation_sae
2021-10-26,01,55.7,2.06,15.9
2021-10-26,33,40.9,1.5,18.2
2021-10-26,51,19.9,0.87,11.4
2021-10-26,38,45.2,1.9,15.9
2021-10-26,78,80.4,2.38,22.8
2021-10-26,65,46.3,1.57,17.7
2021-10-26,63,25.0,1.22,15.9
2021-10-26,60,56.2,2.22,17.1
2021-10-26,28,41.4,1.93,18.9
2021-10-26,50,24.9,1.33,10.4
2021-10-26,86,41.4,2.02,18.2
2021-10-26,17,43.3,1.85,18.2
2021-10-26,09,33.5,1.23,17.7
2021-10-26,40,41.5,1.75,18.2
2021-10-26,06,61.9,1.39,37.2
2021-10-26,82,45.7,1.64,17.7
2021-10-26,21,33.8,1.51,14.1
2021-10-26,80,25.3,1.24,17.1
2021-10-26,976,25.4,2.27,0.0
2021-10-26,84,46.9,1.5,37.2
2021-10-26,46,40.4,1.6,17.7
2021-10-26,29,31.1,1.53,9.3
2021-10-26,04,72.0,1.94,37.2
2021-10-26,87,36.4,2.19,18.2
2021-10-26,59,64.5,2.31,17.1
2021-10-26,15,14.7,0.69,15.9
2021-10-26,92,62.6,1.6,22.8
2021-10-26,11,56.6,1.94,17.7
2021-10-26,47,80.8,2.74,18.2
2021-10-26,57,52.3,1.77,11.4
2021-10-26,32,41.0,1.5,17.7
2021-10-26,37,56.7,2.61,18.9
2021-10-26,45,35.1,1.78,18.9
2021-10-26,91,54.0,1.88,22.8
2021-10-26,67,57.5,1.64,11.4
2021-10-26,62,31.4,1.5,17.1
2021-10-26,74,63.6,1.85,15.9
2021-10-26,16,29.3,1.55,18.2
2021-10-26,19,82.0,3.45,18.2
2021-10-26,75,89.6,1.65,22.8
2021-10-26,73,54.6,2.12,15.9
2021-10-26,83,53.3,1.45,37.2
2021-10-26,64,79.2,2.41,18.2
2021-10-27,06,62.4,1.41,37.0
2021-10-27,81,56.2,2.27,17.7
2021-10-27,57,52.5,1.78,12.0
2021-10-27,2B,74.1,1.83,22.2
2021-10-27,88,18.6,0.76,12.0
2021-10-27,64,77.0,2.41,18.2
2021-10-27,84,50.8,1.63,37.0
2021-10-27,36,49.7,2.8,18.9
2021-10-27,13,103.5,2.24,37.0
2021-10-27,62,30.9,1.52,17.1
2021-10-27,26,54.0,2.05,14.7
2021-10-27,55,35.8,1.71,12.0
2021-10-27,53,34.1,1.71,28.2
2021-10-27,09,34.1,1.31,17.7
2021-10-27,23,55.0,2.56,18.2
2021-10-27,59,66.7,2.43,17.1
2021-10-27,04,79.9,2.16,37.0
2021-10-27,85,93.4,3.62,28.2
2021-10-27,45,40.7,2.1,18.9
2021-10-27,91,53.0,1.89,22.1
2021-10-27,67,58.4,1.69,12.0
2021-10-27,05,79.0,2.39,37.0
2021-10-27,94,69.7,2.0,22.1
2021-10-27,16,34.5,1.82,18.2
2021-10-27,21,35.5,1.6,16.2
2021-10-27,25,38.6,1.29,16.2
2021-10-27,58,12.0,0.77,16.2
2021-10-27,32,45.8,1.76,17.7
2021-10-27,18,51.6,2.79,18.9
2021-10-27,48,62.9,2.48,17.7
2021-10-27,54,44.0,1.71,12.0
2021-10-27,07,60.9,2.2,14.7
2021-10-27,03,35.0,1.75,14.7
2021-10-27,10,22.9,0.95,12.0
2021-10-27,33,39.2,1.5,18.2
2021-10-27,27,43.6,2.18,10.4
2021-10-27,65,49.8,1.72,17.7
2021-10-27,42,46.4,1.88,14.7
2021-10-27,71,32.3,1.62,16.2
2021-10-27,17,40.3,1.78,18.2
2021-10-27,19,84.5,3.62,18.2
2021-10-27,12,93.0,3.09,17.7
2021-10-27,39,63.6,2.51,16.2
2021-10-27,44,69.9,2.91,28.2
2021-10-27,972,117.4,2.17,146.2
2021-10-27,22,50.8,2.41,9.3
2021-10-27,49,93.0,4.0,28.2
2021-10-27,35,57.1,2.47,9.3
2021-10-27,93,69.6,2.04,22.1
2021-10-27,34,44.1,1.4,17.7
2021-10-27,95,71.1,2.12,22.1
2021-10-27,68,56.2,1.41,12.0
2021-10-27,56,48.4,2.47,9.3
2021-10-27,69,53.2,1.78,14.7
2021-10-27,2A,74.5,1.57,22.2
2021-10-27,30,46.4,1.59,17.7
2021-10-27,80,22.6,1.12,17.1
2021-10-27,82,50.6,1.88,17.7
2021-10-27,74,65.4,1.91,14.7
2021-10-27,83,52.8,1.45,37.0
2021-10-27,75,87.6,1.64,22.1
2021-10-27,24,48.7,2.22,18.2
2021-10-27,31,43.4,1.54,17.7
2021-10-27,37,55.3,2.57,18.9
2021-10-27,79,78.4,3.63,18.2
2021-10-27,92,62.0,1.6,22.1
2021-10-27,47,81.1,2.8,18.2
2021-10-27,11,54.2,1.89,17.7
2021-10-27,15,16.8,0.84,14.7
2021-10-27,87,39.6,2.38,18.2
2021-10-27,29,31.9,1.62,9.3
2021-10-27,971,52.3,1.44,37.0
2021-10-27,43,76.7,2.68,14.7
2021-10-27,974,50.5,2.04,9.6
2021-10-27,14,42.7,1.74,10.4
2021-10-27,72,69.6,3.43,28.2
2021-10-27,38,45.1,1.92,14.7
2021-10-27,973,205.7,10.12,223.1
2021-10-27,46,49.1,1.99,17.7
2021-10-27,61,28.2,1.63,10.4
2021-10-27,76,30.2,1.22,10.4
2021-10-27,77,58.0,2.0,22.1
2021-10-27,73,54.3,2.14,14.7
2021-10-27,976,23.3,2.05,0.0
2021-10-27,90,32.8,1.13,16.2
2021-10-27,89,34.3,1.45,16.2
2021-10-27,66,57.6,1.94,17.7
2021-10-27,70,34.3,1.48,16.2
2021-10-27,01,56.8,2.15,14.7
2021-10-27,63,23.9,1.19,14.7
2021-10-27,50,27.7,1.53,10.4
2021-10-27,52,33.7,1.41,12.0
2021-10-27,51,19.7,0.87,12.0
2021-10-27,78,79.4,2.41,22.1
2021-10-27,08,79.1,3.11,12.0
2021-10-27,40,38.8,1.67,18.2
2021-10-27,28,44.9,2.13,18.9
2021-10-27,60,58.1,2.3,17.1
2021-10-27,02,32.1,1.59,17.1
2021-10-27,41,64.4,3.23,18.9
2021-10-27,86,47.3,2.33,18.2
2021-10-28,53,32.4,1.68,28.2
2021-10-28,39,73.7,2.92,15.7
2021-10-28,87,41.3,2.49,18.2
2021-10-28,71,33.0,1.67,15.7
2021-10-28,48,69.5,3.12,17.5
2021-10-28,81,55.7,2.38,17.5
2021-10-28,976,26.1,2.32,0.0
2021-10-28,45,41.4,2.15,18.9
2021-10-28,974,53.6,2.19,7.7
2021-10-28,44,69.6,2.94,28.2
2021-10-28,60,57.8,2.35,18.7
2021-10-28,34,46.2,1.48,17.5
2021-10-28,37,54.2,2.64,18.9
2021-10-28,31,43.4,1.57,17.5
2021-10-28,16,38.8,2.08,18.2
2021-10-28,82,50.3,1.97,17.5
2021-10-28,76,29.8,1.39,11.2
2021-10-28,22,48.6,2.45,9.9
2021-10-28,2B,79.0,2.0,22.2
2021-10-28,04,71.4,2.02,35.9
2021-10-28,86,50.8,2.56,18.2
2021-10-28,28,49.6,2.46,18.9
2021-10-28,08,80.2,3.58,12.7
2021-10-28,78,80.3,2.49,21.6
2021-10-28,38,46.6,2.0,14.3
2021-10-28,972,120.4,2.24,150.0
2021-10-28,72,71.9,3.64,28.2
2021-10-28,49,93.8,4.13,28.2
2021-10-28,95,70.2,2.13,21.6
2021-10-28,35,57.4,2.57,9.9
2021-10-28,74,65.8,1.96,14.3
2021-10-28,69,53.6,1.87,14.3
2021-10-28,30,42.1,1.46,17.5
2021-10-28,80,25.3,1.4,18.7
2021-10-28,83,52.9,1.47,35.9
2021-10-28,24,45.8,2.19,18.2
2021-10-28,75,85.6,1.63,21.6
2021-10-28,2A,78.8,1.7,22.2
2021-10-28,89,31.6,1.44,15.7
2021-10-28,79,77.0,3.56,18.2
2021-10-28,47,81.4,2.88,18.2
2021-10-28,11,53.4,1.92,17.5
2021-10-28,15,21.7,1.22,14.3
2021-10-28,29,33.0,1.72,9.9
2021-10-28,971,49.9,1.35,37.0
2021-10-28,41,63.1,3.22,18.9
2021-10-28,40,36.6,1.65,18.2
2021-10-28,50,28.1,1.62,11.2
2021-10-28,01,58.6,2.32,14.3
2021-10-28,91,54.1,1.95,21.6
2021-10-28,85,90.6,3.6,28.2
2021-10-28,67,58.9,1.74,12.7
2021-10-28,05,69.8,2.25,35.9
2021-10-28,94,66.8,1.99,21.6
2021-10-28,21,35.8,1.64,15.7
2021-10-28,18,48.9,2.76,18.9
2021-10-28,54,42.8,1.77,12.7
2021-10-28,03,37.1,1.89,14.3
2021-10-28,27,41.6,2.17,11.2
2021-10-28,42,45.4,1.9,14.3
2021-10-28,17,36.5,1.65,18.2
2021-10-28,23,71.4,3.21,18.2
2021-10-28,09,36.1,1.42,17.5
2021-10-28,62,32.1,1.7,18.7
2021-10-28,57,51.7,1.82,12.7
2021-10-28,88,18.6,0.8,12.7
2021-10-28,55,40.2,1.94,12.7
2021-10-28,13,102.1,2.22,35.9
2021-10-28,973,192.6,9.64,223.1
2021-10-28,46,53.1,2.18,17.5
2021-10-28,61,30.7,1.8,11.2
2021-10-28,73,53.6,2.11,14.3
2021-10-28,90,29.3,1.05,15.7
2021-10-28,66,63.0,2.19,17.5
2021-10-28,52,38.4,1.72,12.7
2021-10-28,06,60.8,1.4,35.9
2021-10-28,26,51.1,2.0,14.3
2021-10-28,43,78.0,2.84,14.3
2021-10-28,77,57.0,2.03,21.6
2021-10-28,63,27.3,1.42,14.3
2021-10-28,70,37.3,1.7,15.7
2021-10-28,12,95.2,3.34,17.5
2021-10-28,10,28.4,1.21,12.7
2021-10-28,36,44.2,2.56,18.9
2021-10-28,56,46.7,2.4,9.9
2021-10-28,59,67.2,2.62,18.7
2021-10-28,14,44.2,1.97,11.2
2021-10-28,84,52.4,1.71,35.9
2021-10-28,68,58.7,1.5,12.7
2021-10-28,64,76.1,2.53,18.2
2021-10-28,32,53.2,2.12,17.5
2021-10-28,25,37.6,1.32,15.7
2021-10-28,02,33.5,1.76,18.7
2021-10-28,58,11.5,0.77,15.7
2021-10-28,07,62.7,2.32,14.3
2021-10-28,33,39.8,1.62,18.2
2021-10-28,92,64.0,1.68,21.6
2021-10-28,51,19.7,0.92,12.7
2021-10-28,65,48.5,1.76,17.5
2021-10-28,93,67.9,2.02,21.6
2021-10-28,19,85.7,3.8,18.2
2021-10-29,976,27.9,2.54,0.0
2021-10-29,01,58.9,2.44,13.8
2021-10-29,63,28.3,1.53,13.8
2021-10-29,50,28.3,1.72,12.1
2021-10-29,81,54.4,2.43,17.3
2021-10-29,70,45.0,2.06,14.6
2021-10-29,40,36.4,1.69,18.2
2021-10-29,45,42.9,2.31,20.6
2021-10-29,59,70.1,2.79,19.2
2021-10-29,16,44.8,2.42,18.2
2021-10-29,41,68.3,3.45,20.6
2021-10-29,25,40.6,1.51,14.6
2021-10-29,10,30.3,1.34,13.5
2021-10-29,86,57.4,3.21,18.2
2021-10-29,39,81.4,3.25,14.6
2021-10-29,38,53.0,2.28,13.8
2021-10-29,53,35.4,1.91,27.6
2021-10-29,72,73.2,3.74,27.6
2021-10-29,28,52.4,2.61,20.6
2021-10-29,08,85.1,4.0,13.5
2021-10-29,78,84.1,2.73,21.2
2021-10-29,71,34.7,1.81,14.6
2021-10-29,44,70.2,2.99,27.6
2021-10-29,972,116.5,2.18,150.0
2021-10-29,14,41.5,2.03,12.1
2021-10-29,84,52.6,1.74,35.9
2021-10-29,48,64.2,3.03,17.3
2021-10-29,36,42.8,2.62,20.6
2021-10-29,52,40.8,1.99,13.5
2021-10-29,2B,92.7,2.47,27.8
2021-10-29,06,64.1,1.51,35.9
2021-10-29,64,81.4,2.91,18.2
2021-10-29,21,34.3,1.58,14.6
2021-10-29,32,52.6,2.27,17.3
2021-10-29,94,69.1,2.11,21.2
2021-10-29,43,77.1,2.86,13.8
2021-10-29,05,64.2,2.17,35.9
2021-10-29,09,40.0,1.63,17.3
2021-10-29,58,9.5,0.66,14.6
2021-10-29,17,38.0,1.75,18.2
2021-10-29,42,45.9,2.0,13.8
2021-10-29,18,53.6,2.99,20.6
2021-10-29,65,55.6,2.18,17.3
2021-10-29,27,43.0,2.35,12.1
2021-10-29,03,39.5,2.06,13.8
2021-10-29,07,69.4,2.64,13.8
2021-10-29,02,34.8,1.95,19.2
2021-10-29,67,59.2,1.82,13.5
2021-10-29,57,55.4,2.01,13.5
2021-10-29,66,64.9,2.3,17.3
2021-10-29,90,33.5,1.26,14.6
2021-10-29,23,86.0,3.61,18.2
2021-10-29,77,60.0,2.2,21.2
2021-10-29,49,98.3,4.31,27.6
2021-10-29,61,36.8,2.18,12.1
2021-10-29,73,57.3,2.26,13.8
2021-10-29,62,34.9,1.98,19.2
2021-10-29,04,73.2,2.18,35.9
2021-10-29,12,89.4,3.27,17.3
2021-10-29,973,177.5,8.96,215.4
2021-10-29,91,57.7,2.1,21.2
2021-10-29,85,92.5,3.75,27.6
2021-10-29,13,102.9,2.3,35.9
2021-10-29,55,44.0,2.2,13.5
2021-10-29,88,22.5,1.06,13.5
2021-10-29,46,54.9,2.26,17.3
2021-10-29,79,82.9,3.8,18.2
2021-10-29,33,41.1,1.78,18.2
2021-10-29,93,69.8,2.13,21.2
2021-10-29,15,23.1,1.36,13.8
2021-10-29,68,60.7,1.61,13.5
2021-10-29,56,52.7,2.73,9.3
2021-10-29,69,54.2,1.96,13.8
2021-10-29,11,51.5,1.91,17.3
2021-10-29,974,58.6,2.42,7.7
2021-10-29,31,45.7,1.67,17.3
2021-10-29,30,41.2,1.47,17.3
2021-10-29,82,52.9,2.09,17.3
2021-10-29,51,20.8,1.03,13.5
2021-10-29,89,34.0,1.59,14.6
2021-10-29,2A,80.0,1.78,27.8
2021-10-29,80,25.4,1.57,19.2
2021-10-29,75,84.9,1.66,21.2
2021-10-29,24,47.8,2.29,18.2
2021-10-29,95,69.4,2.16,21.2
2021-10-29,34,48.0,1.58,17.3
2021-10-29,83,52.7,1.51,35.9
2021-10-29,54,44.2,1.91,13.5
2021-10-29,19,84.0,3.76,18.2
2021-10-29,22,49.0,2.58,9.3
2021-10-29,60,55.4,2.28,19.2
2021-10-29,47,79.9,2.97,18.2
2021-10-29,971,50.4,1.33,33.3
2021-10-29,76,31.4,1.66,12.1
2021-10-29,37,55.0,2.76,20.6
2021-10-29,74,68.6,2.04,13.8
2021-10-29,35,61.1,2.82,9.3
2021-10-29,92,65.9,1.74,21.2
2021-10-29,26,51.3,2.06,13.8
2021-10-29,29,34.3,1.78,9.3
2021-10-29,87,47.7,2.87,18.2
2021-10-30,04,77.5,2.3,34.6
2021-10-30,55,44.6,2.23,13.8
2021-10-30,46,54.3,2.18,17.9
2021-10-30,09,49.9,2.03,17.9
2021-10-30,12,84.8,3.04,17.9
2021-10-30,73,55.7,2.19,13.6
2021-10-30,2A,77.6,1.7,38.9
2021-10-30,43,80.6,2.98,13.6
2021-10-30,18,55.7,3.08,21.1
2021-10-30,75,85.8,1.69,21.3
2021-10-30,24,48.7,2.3,17.7
2021-10-30,973,171.3,8.69,200.0
2021-10-30,26,51.1,2.07,13.6
2021-10-30,66,69.5,2.41,17.9
2021-10-30,90,41.4,1.54,14.1
2021-10-30,23,98.0,3.86,17.7
2021-10-30,65,60.8,2.39,17.9
2021-10-30,19,86.1,3.79,17.7
2021-10-30,27,45.1,2.42,12.5
2021-10-30,971,53.3,1.38,29.6
2021-10-30,02,36.7,2.06,19.2
2021-10-30,77,62.7,2.31,21.3
2021-10-30,05,69.8,2.38,34.6
2021-10-30,33,42.6,1.81,17.7
2021-10-30,42,45.8,1.99,13.6
2021-10-30,91,59.2,2.14,21.3
2021-10-30,85,95.1,3.81,28.2
2021-10-30,61,34.7,2.04,12.5
2021-10-30,37,57.3,2.85,21.1
2021-10-30,94,69.7,2.12,21.3
2021-10-30,92,67.7,1.8,21.3
2021-10-30,15,25.2,1.46,13.6
2021-10-30,29,34.3,1.75,9.9
2021-10-30,32,54.7,2.32,17.9
2021-10-30,56,54.3,2.83,9.9
2021-10-30,21,37.0,1.68,14.1
2021-10-30,07,71.6,2.72,13.6
2021-10-30,06,67.6,1.62,34.6
2021-10-30,2B,104.8,2.71,38.9
2021-10-30,11,52.0,1.9,17.9
2021-10-30,58,10.5,0.74,14.1
2021-10-30,64,88.0,3.13,17.7
2021-10-30,36,43.3,2.6,21.1
2021-10-30,13,102.5,2.31,34.6
2021-10-30,67,62.2,1.9,13.8
2021-10-30,47,84.5,3.09,17.7
2021-10-30,62,38.2,2.17,19.2
2021-10-30,57,57.2,2.04,13.8
2021-10-30,31,47.8,1.74,17.9
2021-10-30,17,38.8,1.76,17.7
2021-10-30,88,24.2,1.17,13.8
2021-10-30,87,51.2,2.99,17.7
2021-10-30,82,56.4,2.22,17.9
2021-10-30,89,34.6,1.58,14.1
2021-10-30,54,45.4,1.97,13.8
2021-10-30,10,32.3,1.43,13.8
2021-10-30,59,71.9,2.87,19.2
2021-10-30,72,76.4,3.94,28.2
2021-10-30,60,55.6,2.29,19.2
2021-10-30,40,36.9,1.71,17.7
2021-10-30,25,46.7,1.76,14.1
2021-10-30,45,46.6,2.55,21.1
2021-10-30,35,72.2,3.3,9.9
2021-10-30,14,40.8,1.98,12.5
2021-10-30,28,51.9,2.56,21.1
2021-10-30,44,74.1,3.12,28.2
2021-10-30,52,46.1,2.26,13.8
2021-10-30,86,63.6,3.54,17.7
2021-10-30,16,49.7,2.6,17.7
2021-10-30,68,63.8,1.69,13.8
2021-10-30,53,33.1,1.77,28.2
2021-10-30,41,68.3,3.31,21.1
2021-10-30,39,92.3,3.51,14.1
2021-10-30,03,43.2,2.27,13.6
2021-10-30,38,56.3,2.39,13.6
2021-10-30,974,60.9,2.47,9.6
2021-10-30,70,48.9,2.29,14.1
2021-10-30,30,42.6,1.55,17.9
2021-10-30,81,56.7,2.49,17.9
2021-10-30,78,86.2,2.81,21.3
2021-10-30,71,38.7,1.97,14.1
2021-10-30,79,80.2,3.6,17.7
2021-10-30,84,55.6,1.84,34.6
2021-10-30,95,73.1,2.28,21.3
2021-10-30,51,21.8,1.08,13.8
2021-10-30,22,47.6,2.48,9.9
2021-10-30,976,30.1,2.56,0.0
2021-10-30,01,62.6,2.56,13.6
2021-10-30,34,49.2,1.64,17.9
2021-10-30,80,26.2,1.62,19.2
2021-10-30,74,68.7,2.04,13.6
2021-10-30,63,27.9,1.5,13.6
2021-10-30,972,115.1,2.12,173.1
2021-10-30,83,54.1,1.57,34.6
2021-10-30,69,56.4,2.02,13.6
2021-10-30,50,30.8,1.86,12.5
2021-10-30,49,103.6,4.47,28.2
2021-10-30,08,89.3,4.09,13.8
2021-10-30,76,32.7,1.71,12.5
2021-10-30,93,71.1,2.19,21.3
2021-10-30,48,66.8,3.03,17.9
2021-10-31,09,51.2,2.07,18.1
2021-10-31,15,24.5,1.41,13.6
2021-10-31,70,48.0,2.23,14.1
2021-10-31,13,103.7,2.34,34.3
2021-10-31,29,34.3,1.74,9.9
2021-10-31,24,49.7,2.34,18.2
2021-10-31,971,52.5,1.34,29.6
2021-10-31,79,80.0,3.56,18.2
2021-10-31,27,45.3,2.42,12.5
2021-10-31,972,115.7,2.11,173.1
2021-10-31,49,105.6,4.53,27.6
2021-10-31,74,68.9,2.04,13.6
2021-10-31,42,45.6,1.98,13.6
2021-10-31,43,81.5,3.0,13.6
2021-10-31,17,39.9,1.81,18.2
2021-10-31,58,10.5,0.74,14.1
2021-10-31,72,80.5,4.13,27.6
2021-10-31,35,72.6,3.31,9.9
2021-10-31,38,57.1,2.41,13.6
2021-10-31,93,72.3,2.22,21.4
2021-10-31,14,41.4,2.0,12.5
2021-10-31,28,52.6,2.58,21.7
2021-10-31,11,52.0,1.89,18.1
2021-10-31,75,87.4,1.71,21.4
2021-10-31,10,31.0,1.37,13.8
2021-10-31,55,42.4,2.14,13.8
2021-10-31,2A,75.1,1.63,38.9
2021-10-31,46,53.1,2.13,18.1
2021-10-31,73,56.6,2.22,13.6
2021-10-31,80,26.7,1.64,19.9
2021-10-31,12,85.9,3.07,18.1
2021-10-31,83,54.5,1.58,34.3
2021-10-31,66,68.9,2.39,18.1
2021-10-31,90,42.8,1.6,14.1
2021-10-31,63,29.2,1.57,13.6
2021-10-31,01,63.2,2.58,13.6
2021-10-31,77,63.8,2.33,21.4
2021-10-31,95,74.3,2.31,21.4
2021-10-31,52,47.9,2.34,13.8
2021-10-31,50,31.2,1.88,12.5
2021-10-31,56,55.8,2.9,9.9
2021-10-31,40,36.2,1.68,18.2
2021-10-31,89,36.7,1.68,14.1
2021-10-31,06,66.9,1.58,34.3
2021-10-31,2B,103.7,2.67,38.9
2021-10-31,78,87.0,2.83,21.4
2021-10-31,36,43.8,2.62,21.7
2021-10-31,08,91.5,4.16,13.8
2021-10-31,69,58.2,2.07,13.6
2021-10-31,62,38.9,2.21,19.9
2021-10-31,68,65.0,1.71,13.8
2021-10-31,57,58.3,2.06,13.8
2021-10-31,64,91.0,3.23,18.2
2021-10-31,47,84.5,3.07,18.2
2021-10-31,88,23.9,1.16,13.8
2021-10-31,54,46.7,2.01,13.8
2021-10-31,41,71.4,3.45,21.7
2021-10-31,86,64.5,3.57,18.2
2021-10-31,973,171.7,8.68,200.0
2021-10-31,30,42.6,1.55,18.1
2021-10-31,19,87.4,3.83,18.2
2021-10-31,94,70.5,2.13,21.4
2021-10-31,71,39.6,2.0,14.1
2021-10-31,37,58.6,2.9,21.7
2021-10-31,65,61.3,2.41,18.1
2021-10-31,23,100.6,3.91,18.2
2021-10-31,48,66.8,3.02,18.1
2021-10-31,67,62.2,1.89,13.8
2021-10-31,91,60.5,2.17,21.4
2021-10-31,07,72.5,2.76,13.6
2021-10-31,34,49.9,1.65,18.1
2021-10-31,84,56.3,1.86,34.3
2021-10-31,61,35.0,2.07,12.5
2021-10-31,32,55.2,2.36,18.1
2021-10-31,21,39.2,1.78,14.1
2021-10-31,39,93.5,3.52,14.1
2021-10-31,51,22.7,1.11,13.8
2021-10-31,04,73.2,2.18,34.3
2021-10-31,60,55.6,2.29,19.9
2021-10-31,16,50.0,2.62,18.2
2021-10-31,82,56.0,2.2,18.1
2021-10-31,22,48.0,2.5,9.9
2021-10-31,05,69.1,2.35,34.3
2021-10-31,45,47.7,2.62,21.7
2021-10-31,02,37.1,2.06,19.9
2021-10-31,59,73.0,2.91,19.9
2021-10-31,31,48.8,1.77,18.1
2021-10-31,53,35.4,1.89,27.6
2021-10-31,87,53.1,3.09,18.2
2021-10-31,92,68.6,1.82,21.4
2021-10-31,81,54.9,2.42,18.1
2021-10-31,976,30.4,2.51,16.7
2021-10-31,33,43.8,1.85,18.2
2021-10-31,85,97.2,3.88,27.6
2021-10-31,03,43.2,2.26,13.6
2021-10-31,26,50.9,2.06,13.6
2021-10-31,25,46.7,1.76,14.1
2021-10-31,974,60.8,2.46,9.6
2021-10-31,76,33.4,1.74,12.5
2021-10-31,44,76.0,3.17,27.6
2021-10-31,18,56.7,3.12,21.7
2021-11-01,35,66.4,3.46,10.5
2021-11-01,88,20.0,1.12,14.4
2021-11-01,2A,63.4,1.54,50.0
2021-11-01,92,60.5,1.8,21.7
2021-11-01,04,59.9,2.09,34.6
2021-11-01,54,39.2,1.96,14.4
2021-11-01,40,30.8,1.66,18.4
2021-11-01,74,56.4,1.89,14.0
2021-11-01,75,78.2,1.69,21.7
2021-11-01,37,49.9,2.89,21.7
2021-11-01,91,51.9,2.12,21.7
2021-11-01,85,78.6,3.6,28.2
2021-11-01,59,65.9,2.97,20.3
2021-11-01,41,60.4,3.41,21.7
2021-11-01,46,49.1,2.23,18.6
2021-11-01,973,134.2,7.93,215.4
2021-11-01,89,33.1,1.77,15.2
2021-11-01,12,72.6,3.01,18.6
2021-11-01,19,75.7,3.83,18.4
2021-11-01,73,50.2,2.24,14.0
2021-11-01,95,63.0,2.22,21.7
2021-11-01,68,54.9,1.62,14.4
2021-11-01,51,19.5,1.1,14.4
2021-11-01,30,36.2,1.51,18.6
2021-11-01,63,25.8,1.6,14.0
2021-11-01,01,53.7,2.53,14.0
2021-11-01,16,45.1,2.74,18.4
2021-11-01,80,24.4,1.72,20.3
2021-11-01,976,26.5,2.3,16.7
2021-11-01,69,49.4,2.02,14.0
2021-11-01,10,28.7,1.44,14.4
2021-11-01,13,88.9,2.29,34.6
2021-11-01,45,42.9,2.71,21.7
2021-11-01,86,61.5,3.88,18.4
2021-11-01,05,52.2,2.09,34.6
2021-11-01,23,95.5,4.09,18.4
2021-11-01,90,42.1,1.81,15.2
2021-11-01,974,53.3,2.36,9.6
2021-11-01,34,43.7,1.67,18.6
2021-11-01,77,56.3,2.34,21.7
2021-11-01,66,61.8,2.48,18.6
2021-11-01,72,74.6,4.27,28.2
2021-11-01,61,32.5,2.27,12.5
2021-11-01,70,43.7,2.4,15.2
2021-11-01,39,84.6,3.64,15.2
2021-11-01,22,39.8,2.43,10.5
2021-11-01,02,31.6,2.07,20.3
2021-11-01,60,46.5,2.21,20.3
2021-11-01,83,45.4,1.52,34.6
2021-11-01,47,68.4,2.83,18.4
2021-11-01,52,42.0,2.42,14.4
2021-11-01,64,79.6,3.24,18.4
2021-11-01,78,76.4,2.82,21.7
2021-11-01,06,58.8,1.58,34.6
2021-11-01,03,41.0,2.56,14.0
2021-11-01,21,33.2,1.75,15.2
2021-11-01,94,61.9,2.11,21.7
2021-11-01,14,37.6,2.05,12.5
2021-11-01,84,51.0,1.92,34.6
2021-11-01,09,46.6,2.18,18.6
2021-11-01,55,36.9,2.13,14.4
2021-11-01,29,29.0,1.71,10.5
2021-11-01,65,53.8,2.47,18.6
2021-11-01,07,61.8,2.77,14.0
2021-11-01,58,9.0,0.75,15.2
2021-11-01,48,57.7,2.95,18.6
2021-11-01,15,19.6,1.27,14.0
2021-11-01,17,35.8,1.87,18.4
2021-11-01,38,51.2,2.47,14.0
2021-11-01,43,72.3,3.03,14.0
2021-11-01,87,46.7,3.16,18.4
2021-11-01,18,48.9,3.11,21.7
2021-11-01,42,41.2,2.06,14.0
2021-11-01,26,43.4,2.04,14.0
2021-11-01,81,45.6,2.35,18.6
2021-11-01,971,47.8,1.35,29.6
2021-11-01,33,37.1,1.8,18.4
2021-11-01,44,66.3,3.13,28.2
2021-11-01,27,39.1,2.43,12.5
2021-11-01,93,64.9,2.27,21.7
2021-11-01,25,39.7,1.71,15.2
2021-11-01,24,44.1,2.42,18.4
2021-11-01,49,92.9,4.52,28.2
2021-11-01,79,64.1,3.42,18.4
2021-11-01,71,36.0,2.11,15.2
2021-11-01,67,52.3,1.83,14.4
2021-11-01,62,35.5,2.34,20.3
2021-11-01,31,41.8,1.74,18.6
2021-11-01,50,24.9,1.75,12.5
2021-11-01,56,50.6,2.98,10.5
2021-11-01,76,27.0,1.63,12.5
2021-11-01,57,49.7,1.99,14.4
2021-11-01,36,35.0,2.41,21.7
2021-11-01,972,96.7,2.02,173.1
2021-11-01,28,44.5,2.53,21.7
2021-11-01,11,36.8,1.55,18.6
2021-11-01,53,30.1,1.88,28.2
2021-11-01,32,46.3,2.37,18.6
2021-11-01,82,51.8,2.32,18.6
2021-11-01,2B,94.9,2.77,50.0
2021-11-01,08,78.7,4.07,14.4
2021-11-02,51,22.9,1.26,15.3
2021-11-02,69,58.8,2.33,15.0
2021-11-02,38,61.0,2.85,15.0
2021-11-02,84,58.8,2.1,35.4
2021-11-02,59,74.9,3.22,21.2
2021-11-02,01,64.7,2.96,15.0
2021-11-02,28,58.9,3.2,21.1
2021-11-02,81,55.9,2.73,19.0
2021-11-02,93,76.9,2.63,22.1
2021-11-02,25,50.4,2.1,16.2
2021-11-02,45,48.8,2.91,21.1
2021-11-02,70,57.0,2.95,16.2
2021-11-02,35,76.0,3.74,10.5
2021-11-02,30,44.1,1.77,19.0
2021-11-02,976,30.1,2.45,16.7
