datetime,dep,tx_incidence,tx_positivite,taux_occupation_sae
2021-09-20,94,82.8,1.45,34.5
2021-09-20,62,26.7,0.68,26.0
2021-09-20,37,42.0,1.29,27.2
2021-09-20,34,71.1,1.22,45.1
2021-09-20,14,22.4,0.55,15.8
2021-09-20,81,43.3,0.99,45.1
2021-09-20,39,59.7,1.43,21.2
2021-09-20,11,61.7,1.22,45.1
2021-09-20,65,61.3,1.17,45.1
2021-09-20,43,39.2,0.91,27.2
2021-09-20,66,53.2,0.98,45.1
2021-09-20,28,55.9,1.59,27.2
2021-09-20,56,39.0,1.16,16.0
2021-09-20,58,23.6,0.96,21.2
2021-09-20,83,81.7,1.14,67.8
2021-09-20,976,40.8,2.12,33.3
2021-09-20,15,17.5,0.57,27.2
2021-09-20,972,211.6,6.99,511.5
2021-09-20,971,163.4,5.02,133.3
2021-09-20,61,26.4,0.91,15.8
2021-09-20,2A,67.7,1.05,38.9
2021-09-20,44,50.4,1.37,17.7
2021-09-20,08,33.1,1.03,21.5
2021-09-20,41,36.3,1.18,27.2
2021-09-20,03,19.6,0.57,27.2
2021-09-20,30,83.2,1.54,45.1
2021-09-20,74,71.7,1.44,27.2
2021-09-20,27,39.8,1.15,15.8
2021-09-20,70,35.6,0.92,21.2
2021-09-20,80,22.6,0.66,26.0
2021-09-20,72,39.4,1.2,17.7
2021-09-20,69,76.6,1.46,27.2
2021-09-20,02,26.4,0.76,26.0
2021-09-20,90,68.5,1.23,21.2
2021-09-20,78,92.5,1.85,34.5
2021-09-20,04,99.9,1.64,67.8
2021-09-20,86,51.2,1.56,23.1
2021-09-20,50,20.0,0.77,15.8
2021-09-20,54,55.6,1.14,21.5
2021-09-20,73,52.0,1.28,27.2
2021-09-20,89,51.8,1.41,21.2
2021-09-20,55,29.7,0.75,21.5
2021-09-20,52,42.0,1.16,21.5
2021-09-20,974,63.7,1.62,44.2
2021-09-20,57,76.8,1.33,21.5
2021-09-20,87,52.3,1.49,23.1
2021-09-20,17,35.1,0.99,23.1
2021-09-20,48,31.5,0.92,45.1
2021-09-20,2B,70.2,1.18,38.9
2021-09-20,38,53.4,1.36,27.2
2021-09-20,07,73.4,1.56,27.2
2021-09-20,22,57.4,1.6,16.0
2021-09-20,25,51.9,1.1,21.2
2021-09-20,49,42.3,1.33,17.7
2021-09-20,47,68.7,1.53,23.1
2021-09-20,24,31.1,0.9,23.1
2021-09-20,79,47.8,1.36,23.1
2021-09-20,23,23.2,0.75,23.1
2021-09-20,77,74.4,1.53,34.5
2021-09-20,01,63.3,1.53,27.2
2021-09-20,75,79.9,1.03,34.5
2021-09-21,25,52.6,1.13,21.2
2021-09-21,72,42.3,1.3,15.5
2021-09-21,04,81.1,1.37,65.7
2021-09-21,51,50.9,1.42,21.1
2021-09-21,10,55.2,1.47,21.1
2021-09-21,37,43.6,1.35,26.7
2021-09-21,44,49.4,1.35,15.5
2021-09-21,30,81.0,1.49,42.0
2021-09-21,48,34.1,1.06,42.0
2021-09-21,06,97.3,1.25,65.7
2021-09-21,31,54.1,1.11,42.0
2021-09-21,33,53.3,1.28,23.3
2021-09-21,81,45.6,1.07,42.0
2021-09-21,27,39.0,1.12,14.2
2021-09-21,56,37.5,1.14,16.7
2021-09-21,38,50.5,1.31,26.5
2021-09-21,50,17.1,0.67,14.2
2021-09-21,77,72.7,1.5,33.0
2021-09-21,34,66.5,1.15,42.0
2021-09-21,79,41.3,1.21,23.3
2021-09-21,07,72.2,1.56,26.5
2021-09-21,59,57.5,1.1,25.6
2021-09-21,87,49.9,1.38,23.3
2021-09-21,82,51.0,1.1,42.0
2021-09-21,88,44.8,0.98,21.1
2021-09-21,17,31.8,0.91,23.3
2021-09-21,64,55.8,1.26,23.3
2021-09-21,60,64.6,1.5,25.6
2021-09-21,55,30.3,0.78,21.1
2021-09-21,75,79.5,1.03,33.0
2021-09-21,22,53.0,1.48,16.7
2021-09-21,23,18.9,0.62,23.3
2021-09-21,94,81.9,1.45,33.0
2021-09-21,971,149.9,4.67,148.1
2021-09-21,65,55.6,1.1,42.0
2021-09-21,45,51.2,1.47,26.7
2021-09-21,02,26.2,0.74,25.6
2021-09-21,84,100.7,1.63,65.7
2021-09-21,12,44.6,1.08,42.0
2021-09-21,76,39.3,0.86,14.2
2021-09-21,74,71.0,1.44,26.5
2021-09-21,13,185.8,1.91,65.7
2021-09-21,70,30.0,0.78,21.2
2021-09-21,42,48.6,1.13,26.5
2021-09-21,14,23.6,0.59,14.2
2021-09-21,61,23.8,0.83,14.2
2021-09-21,2A,65.3,1.02,38.9
2021-09-21,19,27.9,0.9,23.3
2021-09-21,53,45.8,1.52,15.5
2021-09-21,972,201.0,6.67,492.3
2021-09-21,58,23.0,0.95,21.2
2021-09-21,92,70.6,1.2,33.0
2021-09-21,32,42.6,1.23,42.0
2021-09-21,47,60.8,1.39,23.3
2021-09-21,89,48.5,1.33,21.2
2021-09-21,21,39.2,1.05,21.2
2021-09-21,69,72.9,1.39,26.5
2021-09-21,09,96.5,1.88,42.0
2021-09-21,976,37.6,1.99,33.3
2021-09-21,90,62.1,1.11,21.2
2021-09-21,39,58.6,1.4,21.2
2021-09-21,29,22.9,0.69,16.7
2021-09-21,973,503.3,16.8,253.8
2021-09-21,46,50.8,1.26,42.0
2021-09-21,49,42.4,1.34,15.5
2021-09-21,78,88.6,1.77,33.0
2021-09-21,95,82.9,1.47,33.0
2021-09-21,80,23.7,0.69,25.6
2021-09-21,66,56.4,1.04,42.0
2021-09-21,63,55.4,1.34,26.5
2021-09-21,11,59.0,1.19,42.0
2021-09-21,03,19.0,0.57,26.5
2021-09-21,26,85.9,1.76,26.5
2021-09-21,62,26.1,0.68,25.6
2021-09-21,43,39.7,0.92,26.5
2021-09-21,08,32.4,0.97,21.1
2021-09-21,974,60.7,1.57,40.4
2021-09-21,15,15.4,0.5,26.5
2021-09-21,36,29.9,1.11,26.7
2021-09-21,71,23.4,0.79,21.2
2021-09-21,16,37.0,1.17,23.3
2021-09-21,85,27.2,0.81,15.5
2021-09-21,41,30.8,1.01,26.7
2021-09-21,05,68.4,1.49,65.7
2021-09-21,54,51.3,1.06,21.1
2021-09-21,67,59.4,1.0,21.1
2021-09-21,93,103.1,1.71,33.0
2021-09-21,40,19.7,0.61,23.3
2021-09-21,73,50.6,1.24,26.5
2021-09-21,2B,67.5,1.16,38.9
2021-09-21,91,68.1,1.42,33.0
2021-09-21,24,32.1,0.95,23.3
2021-09-21,01,60.9,1.46,26.5
2021-09-21,57,76.4,1.33,21.1
2021-09-21,86,50.5,1.57,23.3
2021-09-21,52,39.0,1.09,21.1
2021-09-21,28,57.0,1.59,26.7
2021-09-21,18,60.4,1.87,26.7
2021-09-21,83,74.6,1.07,65.7
2021-09-21,68,79.9,1.28,21.1
2021-09-21,35,64.0,1.63,16.7
2021-09-22,40,19.7,0.62,22.3
2021-09-22,971,139.8,4.35,114.8
2021-09-22,57,72.7,1.28,19.4
2021-09-22,22,48.6,1.38,17.3
2021-09-22,65,54.7,1.1,40.9
2021-09-22,45,48.3,1.41,26.1
2021-09-22,38,47.9,1.26,24.3
2021-09-22,976,35.1,1.87,33.3
2021-09-22,972,185.6,6.05,438.5
2021-09-22,92,69.7,1.2,32.6
2021-09-22,62,25.3,0.67,24.2
2021-09-22,52,34.9,1.01,19.4
2021-09-22,75,78.8,1.03,32.6
2021-09-22,39,61.7,1.5,16.2
2021-09-22,60,60.4,1.42,24.2
2021-09-22,82,46.8,1.02,40.9
2021-09-22,46,53.1,1.34,40.9
2021-09-22,17,30.3,0.88,22.3
2021-09-22,55,29.2,0.76,19.4
2021-09-22,77,68.6,1.44,32.6
2021-09-22,35,59.4,1.56,17.3
2021-09-22,49,43.4,1.38,15.5
2021-09-22,66,48.4,0.9,40.9
2021-09-22,2B,60.9,1.06,33.3
2021-09-22,88,44.2,0.96,19.4
2021-09-22,34,63.8,1.12,40.9
2021-09-22,974,58.1,1.52,40.4
2021-09-22,79,41.9,1.26,22.3
2021-09-22,73,51.3,1.29,24.3
2021-09-22,71,21.7,0.74,16.2
2021-09-22,16,36.8,1.18,22.3
2021-09-22,10,52.0,1.39,19.4
2021-09-22,31,50.8,1.06,40.9
2021-09-22,69,69.9,1.35,24.3
2021-09-22,83,68.4,1.0,62.8
2021-09-22,06,93.4,1.22,62.8
2021-09-22,28,57.0,1.6,26.1
2021-09-22,86,44.4,1.4,22.3
2021-09-22,30,75.5,1.4,40.9
2021-09-22,27,40.3,1.17,14.2
2021-09-22,04,80.5,1.39,62.8
2021-09-22,48,30.2,0.97,40.9
2021-09-22,24,30.4,0.9,22.3
2021-09-22,51,47.0,1.33,19.4
2021-09-22,37,40.0,1.25,26.1
2021-09-22,67,54.7,0.93,19.4
2021-09-22,54,46.0,0.97,19.4
2021-09-22,89,49.4,1.35,16.2
2021-09-22,91,68.1,1.43,32.6
2021-09-22,18,57.4,1.81,26.1
2021-09-22,09,87.9,1.74,40.9
2021-09-22,72,41.0,1.29,15.5
2021-09-22,21,37.5,1.02,16.2
2021-09-22,81,45.6,1.08,40.9
2021-09-22,53,46.2,1.54,15.5
2021-09-22,85,25.0,0.75,15.5
2021-09-22,2A,60.3,0.95,33.3
2021-09-22,15,18.2,0.6,24.3
2021-09-22,08,30.9,0.94,19.4
2021-09-22,13,173.3,1.82,62.8
2021-09-22,47,54.2,1.27,22.3
2021-09-22,61,23.8,0.84,14.2
2021-09-22,50,17.9,0.72,14.2
2021-09-22,05,67.0,1.46,62.8
2021-09-22,70,27.0,0.72,16.2
2021-09-22,74,68.0,1.4,24.3
2021-09-22,11,55.0,1.14,40.9
2021-09-22,76,40.2,0.88,14.2
2021-09-22,84,93.0,1.54,62.8
2021-09-22,80,23.5,0.69,24.2
2021-09-22,78,84.6,1.7,32.6
2021-09-22,90,54.2,0.98,16.2
2021-09-22,42,47.7,1.12,24.3
2021-09-22,973,505.0,16.44,246.2
2021-09-22,63,55.9,1.34,24.3
2021-09-22,29,23.2,0.71,17.3
2021-09-22,19,25.0,0.81,22.3
2021-09-22,03,21.1,0.65,24.3
2021-09-22,41,30.2,1.0,26.1
2021-09-22,94,81.2,1.46,32.6
2021-09-22,56,36.1,1.12,17.3
2021-09-22,43,44.1,1.04,24.3
2021-09-22,95,81.3,1.46,32.6
2021-09-22,36,26.2,0.99,26.1
2021-09-22,32,43.2,1.25,40.9
2021-09-22,93,100.3,1.67,32.6
2021-09-22,33,50.3,1.22,22.3
2021-09-22,87,49.6,1.37,22.3
2021-09-22,64,50.6,1.16,22.3
2021-09-22,12,42.0,1.05,40.9
2021-09-22,07,64.2,1.41,24.3
2021-09-22,59,55.1,1.07,24.2
2021-09-22,25,51.0,1.12,16.2
2021-09-22,02,23.8,0.68,24.2
2021-09-22,14,23.1,0.59,14.2
2021-09-22,58,24.6,1.03,16.2
2021-09-22,26,79.7,1.66,24.3
2021-09-22,44,46.8,1.29,15.5
2021-09-22,23,18.9,0.62,22.3
2021-09-22,68,75.0,1.22,19.4
2021-09-22,01,58.4,1.41,24.3
2021-09-23,86,38.9,1.23,21.8
2021-09-23,61,20.6,0.73,14.6
2021-09-23,65,53.8,1.11,39.7
2021-09-23,76,40.6,0.9,14.6
2021-09-23,05,71.2,1.57,60.9
2021-09-23,971,138.0,4.22,114.8
2021-09-23,47,51.2,1.23,21.8
2021-09-23,50,18.8,0.76,14.6
2021-09-23,80,20.9,0.61,22.6
2021-09-23,82,43.0,0.97,39.7
2021-09-23,44,45.2,1.26,13.3
2021-09-23,09,76.8,1.54,39.7
2021-09-23,62,25.0,0.66,22.6
2021-09-23,28,56.8,1.64,23.3
2021-09-23,21,32.6,0.91,15.2
2021-09-23,90,54.2,0.97,15.2
2021-09-23,89,47.9,1.34,15.2
2021-09-23,25,53.2,1.18,15.2
2021-09-23,02,24.5,0.72,22.6
2021-09-23,11,60.1,1.28,39.7
2021-09-23,03,24.4,0.75,24.5
2021-09-23,77,65.5,1.39,31.6
2021-09-23,18,52.3,1.69,23.3
2021-09-23,973,522.6,15.97,261.5
2021-09-23,2A,59.1,0.94,44.4
2021-09-23,70,23.2,0.63,15.2
2021-09-23,78,81.2,1.65,31.6
2021-09-23,26,80.7,1.7,24.5
2021-09-23,32,44.2,1.25,39.7
2021-09-23,71,21.5,0.75,15.2
2021-09-23,58,20.5,0.87,15.2
2021-09-23,53,47.2,1.59,13.3
2021-09-23,19,24.1,0.77,21.8
2021-09-23,73,48.3,1.22,24.5
2021-09-23,63,52.7,1.31,24.5
2021-09-23,94,79.5,1.42,31.6
2021-09-23,69,68.6,1.34,24.5
2021-09-23,972,172.8,5.54,426.9
2021-09-23,13,162.8,1.74,60.9
2021-09-23,45,43.9,1.31,23.3
2021-09-23,85,23.4,0.72,13.3
2021-09-23,68,68.3,1.14,18.5
2021-09-23,83,62.3,0.94,60.9
2021-09-23,36,23.0,0.87,23.3
2021-09-23,24,30.4,0.93,21.8
2021-09-23,16,46.5,1.52,21.8
2021-09-23,01,56.5,1.37,24.5
2021-09-23,74,71.8,1.49,24.5
2021-09-23,67,51.4,0.88,18.5
2021-09-23,34,60.8,1.08,39.7
2021-09-23,54,42.8,0.92,18.5
2021-09-23,91,71.2,1.51,31.6
2021-09-23,66,49.9,0.95,39.7
2021-09-23,46,52.6,1.33,39.7
2021-09-23,976,34.4,1.86,33.3
2021-09-23,40,20.4,0.65,21.8
2021-09-23,33,47.1,1.17,21.8
2021-09-23,41,26.8,0.9,23.3
2021-09-23,55,26.4,0.7,18.5
2021-09-23,95,76.8,1.38,31.6
2021-09-23,75,78.7,1.02,31.6
2021-09-23,30,71.9,1.38,39.7
2021-09-23,48,24.9,0.82,39.7
2021-09-23,29,22.9,0.72,18.5
2021-09-23,93,95.7,1.59,31.6
2021-09-23,56,33.6,1.06,18.5
2021-09-23,38,47.1,1.27,24.5
2021-09-23,06,89.9,1.19,60.9
2021-09-23,31,51.7,1.1,39.7
2021-09-23,49,43.4,1.38,13.3
2021-09-23,22,43.8,1.25,18.5
2021-09-23,81,43.8,1.05,39.7
2021-09-23,57,69.6,1.25,18.5
2021-09-23,59,53.0,1.03,22.6
2021-09-23,10,50.3,1.32,18.5
2021-09-23,27,40.4,1.17,14.6
2021-09-23,52,29.0,0.87,18.5
2021-09-23,39,64.0,1.56,15.2
2021-09-23,974,54.8,1.44,36.5
2021-09-23,2B,53.8,0.94,44.4
2021-09-23,04,77.5,1.36,60.9
2021-09-23,17,30.8,0.91,21.8
2021-09-23,87,52.9,1.53,21.8
2021-09-23,43,39.7,0.96,24.5
2021-09-23,64,48.4,1.14,21.8
2021-09-23,84,84.7,1.43,60.9
2021-09-23,12,39.2,1.01,39.7
2021-09-23,23,18.1,0.62,21.8
2021-09-23,60,55.0,1.29,22.6
2021-09-23,14,21.7,0.56,14.6
2021-09-23,08,29.4,0.86,18.5
2021-09-23,07,64.9,1.45,24.5
2021-09-23,79,40.2,1.24,21.8
2021-09-23,37,38.5,1.21,23.3
2021-09-23,42,48.8,1.15,24.5
2021-09-23,15,18.9,0.62,24.5
2021-09-23,35,57.0,1.54,18.5
2021-09-23,92,66.9,1.16,31.6
2021-09-23,88,46.2,1.01,18.5
2021-09-23,72,42.5,1.34,13.3
2021-09-23,51,48.4,1.34,18.5
2021-09-24,87,53.7,1.6,21.4
2021-09-24,68,64.5,1.08,18.5
2021-09-24,24,28.4,0.9,21.4
2021-09-24,64,48.9,1.16,21.4
2021-09-24,12,42.0,1.09,38.8
2021-09-24,21,34.9,1.02,13.6
2021-09-24,01,55.7,1.36,24.3
2021-09-24,02,24.1,0.71,22.8
2021-09-24,18,50.6,1.65,22.2
2021-09-24,27,38.6,1.1,14.6
2021-09-24,10,47.1,1.22,18.5
2021-09-24,04,79.3,1.42,61.1
2021-09-24,50,18.1,0.74,14.6
2021-09-24,86,39.3,1.27,21.4
2021-09-24,72,44.8,1.42,13.8
2021-09-24,09,72.2,1.47,38.8
2021-09-24,67,45.6,0.79,18.5
2021-09-24,84,77.9,1.35,61.1
2021-09-24,14,21.7,0.57,14.6
2021-09-24,31,51.9,1.12,38.8
2021-09-24,56,31.5,1.01,17.3
2021-09-24,74,69.8,1.44,24.3
2021-09-24,13,151.8,1.66,61.1
2021-09-24,44,44.2,1.26,13.8
2021-09-24,30,64.5,1.27,38.8
2021-09-24,41,25.9,0.88,22.2
2021-09-24,37,36.0,1.15,22.2
2021-09-24,42,47.7,1.16,24.3
2021-09-24,48,28.8,0.97,38.8
2021-09-24,54,39.3,0.87,18.5
2021-09-24,76,42.2,0.94,14.6
2021-09-24,73,44.2,1.12,24.3
2021-09-24,95,75.3,1.37,32.4
2021-09-24,25,49.1,1.09,13.6
2021-09-24,32,51.0,1.36,38.8
2021-09-24,91,69.1,1.49,32.4
2021-09-24,81,42.8,1.03,38.8
2021-09-24,70,21.0,0.61,13.6
2021-09-24,51,44.7,1.21,18.5
2021-09-24,19,23.3,0.77,21.4
2021-09-24,06,90.2,1.21,61.1
2021-09-24,89,47.6,1.35,13.6
2021-09-24,63,53.3,1.38,24.3
2021-09-24,33,45.6,1.15,21.4
2021-09-24,16,56.9,1.88,21.4
2021-09-24,79,41.1,1.29,21.4
2021-09-24,34,56.1,1.02,38.8
2021-09-24,94,75.7,1.38,32.4
2021-09-24,29,21.3,0.69,17.3
2021-09-24,78,77.9,1.61,32.4
2021-09-24,75,77.5,1.02,32.4
2021-09-24,05,66.3,1.48,61.1
2021-09-24,971,129.0,3.88,100.0
2021-09-24,66,51.8,1.02,38.8
2021-09-24,43,34.4,0.86,24.3
2021-09-24,80,20.9,0.6,22.8
2021-09-24,82,41.9,0.94,38.8
2021-09-24,55,25.9,0.72,18.5
2021-09-24,93,93.2,1.58,32.4
2021-09-24,62,22.8,0.63,22.8
2021-09-24,40,21.6,0.69,21.4
2021-09-24,92,67.4,1.2,32.4
2021-09-24,11,60.6,1.31,38.8
2021-09-24,77,60.8,1.31,32.4
2021-09-24,976,32.6,1.83,16.7
2021-09-24,974,51.5,1.33,32.7
2021-09-24,46,50.2,1.29,38.8
2021-09-24,23,18.9,0.64,21.4
2021-09-24,17,33.4,1.01,21.4
2021-09-24,60,52.4,1.25,22.8
2021-09-24,08,31.6,0.92,18.5
2021-09-24,07,53.2,1.23,24.3
2021-09-24,88,46.4,1.04,18.5
2021-09-24,15,17.5,0.57,24.3
2021-09-24,03,24.8,0.76,24.3
2021-09-24,36,20.3,0.77,22.2
2021-09-24,35,55.8,1.55,17.3
2021-09-24,57,71.8,1.29,18.5
2021-09-24,2A,58.5,0.94,44.4
2021-09-24,52,26.6,0.86,18.5
2021-09-24,47,47.8,1.18,21.4
2021-09-24,83,59.0,0.91,61.1
2021-09-24,59,51.3,1.02,22.8
2021-09-24,61,18.8,0.67,14.6
2021-09-24,972,172.0,5.29,392.3
2021-09-24,90,46.4,0.85,13.6
2021-09-24,69,63.8,1.26,24.3
2021-09-24,45,43.2,1.25,22.2
2021-09-24,39,69.8,1.74,13.6
2021-09-24,65,53.8,1.16,38.8
2021-09-24,973,535.6,15.83,223.1
2021-09-24,58,17.5,0.77,13.6
2021-09-24,28,52.9,1.54,22.2
2021-09-24,85,23.7,0.75,13.8
2021-09-24,2B,41.7,0.74,44.4
2021-09-24,22,37.4,1.09,17.3
2021-09-24,49,44.6,1.43,13.8
2021-09-24,71,22.8,0.81,13.6
2021-09-24,53,49.4,1.64,13.8
2021-09-24,38,43.6,1.19,24.3
2021-09-24,26,75.5,1.62,24.3
2021-09-25,51,41.3,1.11,18.3
2021-09-25,04,86.6,1.57,60.9
2021-09-25,10,44.2,1.16,18.3
2021-09-25,35,52.9,1.47,16.7
2021-09-25,90,47.1,0.88,14.6
2021-09-25,87,55.8,1.69,20.9
2021-09-25,93,92.9,1.57,31.7
2021-09-25,40,22.8,0.73,20.9
2021-09-25,52,23.6,0.76,18.3
2021-09-25,64,49.6,1.17,20.9
2021-09-25,49,44.9,1.43,13.8
2021-09-25,31,53.7,1.15,39.7
2021-09-25,43,31.3,0.8,23.8
2021-09-25,57,70.1,1.26,18.3
2021-09-25,66,53.0,1.05,39.7
2021-09-25,38,42.0,1.16,23.8
2021-09-25,06,89.6,1.22,60.9
2021-09-25,976,32.9,1.78,16.7
2021-09-25,48,27.5,0.92,39.7
2021-09-25,21,34.7,1.02,14.6
2021-09-25,25,51.4,1.14,14.6
2021-09-25,54,37.8,0.84,18.3
2021-09-25,85,22.4,0.72,13.8
2021-09-25,15,17.5,0.56,23.8
2021-09-25,56,33.0,1.07,16.7
2021-09-25,63,53.9,1.42,23.8
2021-09-25,41,26.2,0.9,20.6
2021-09-25,68,59.1,0.99,18.3
2021-09-25,26,75.1,1.62,23.8
2021-09-25,24,25.2,0.8,20.9
2021-09-25,47,45.7,1.14,20.9
2021-09-25,01,53.1,1.31,23.8
2021-09-25,973,541.5,15.78,215.4
2021-09-25,09,70.9,1.43,39.7
2021-09-25,86,38.2,1.25,20.9
2021-09-25,83,58.1,0.9,60.9
2021-09-25,28,52.9,1.54,20.6
2021-09-25,69,61.9,1.22,23.8
2021-09-25,08,33.9,0.98,18.3
2021-09-25,71,22.8,0.82,14.6
2021-09-25,73,44.6,1.15,23.8
2021-09-25,23,18.1,0.61,20.9
2021-09-25,14,21.1,0.56,15.0
2021-09-25,46,50.8,1.3,39.7
2021-09-25,974,48.4,1.26,32.7
2021-09-25,39,71.8,1.79,14.6
2021-09-25,11,57.2,1.24,39.7
2021-09-25,62,22.6,0.63,23.7
2021-09-25,36,19.8,0.74,20.6
2021-09-25,89,43.1,1.26,14.6
2021-09-25,44,43.0,1.23,13.8
2021-09-25,80,20.4,0.59,23.7
2021-09-25,91,66.9,1.44,31.7
2021-09-25,05,66.3,1.48,60.9
2021-09-25,78,75.7,1.58,31.7
2021-09-25,67,42.5,0.74,18.3
2021-09-25,16,60.0,1.97,20.9
2021-09-25,03,27.2,0.83,23.8
2021-09-25,18,53.3,1.73,20.6
2021-09-25,2B,45.0,0.81,44.4
2021-09-25,55,24.2,0.7,18.3
2021-09-25,60,49.7,1.19,23.7
2021-09-25,53,51.1,1.68,13.8
2021-09-25,07,55.4,1.28,23.8
2021-09-25,72,45.0,1.42,13.8
2021-09-25,65,52.5,1.12,39.7
2021-09-25,45,42.2,1.22,20.6
2021-09-25,79,38.9,1.24,20.9
2021-09-25,37,32.9,1.06,20.6
2021-09-25,42,46.6,1.12,23.8
2021-09-25,2A,62.2,0.99,44.4
2021-09-25,88,39.2,0.88,18.3
2021-09-25,61,18.4,0.65,15.0
2021-09-25,30,63.2,1.25,39.7
2021-09-25,12,40.2,1.04,39.7
2021-09-25,02,24.5,0.73,23.7
2021-09-25,22,37.6,1.11,16.7
2021-09-25,92,64.4,1.15,31.7
2021-09-25,50,18.1,0.74,15.0
2021-09-25,70,22.7,0.68,14.6
2021-09-25,19,19.6,0.65,20.9
2021-09-25,76,42.0,0.94,15.0
2021-09-25,75,76.4,1.01,31.7
2021-09-25,32,48.4,1.28,39.7
2021-09-25,29,20.5,0.67,16.7
2021-09-25,13,147.7,1.63,60.9
2021-09-25,74,71.0,1.47,23.8
2021-09-25,17,32.8,1.0,20.9
2021-09-25,59,50.8,1.02,23.7
2021-09-25,95,72.3,1.32,31.7
2021-09-25,58,17.5,0.77,14.6
2021-09-25,77,57.0,1.24,31.7
2021-09-25,81,42.5,1.03,39.7
2021-09-25,33,45.0,1.13,20.9
2021-09-25,971,119.9,3.56,100.0
2021-09-25,27,36.3,1.05,15.0
2021-09-25,972,161.4,4.87,369.2
2021-09-25,84,72.7,1.29,60.9
2021-09-25,82,42.6,0.96,39.7
2021-09-25,94,73.0,1.34,31.7
2021-09-25,34,56.8,1.04,39.7
2021-09-26,86,35.9,1.17,20.6
2021-09-26,83,57.8,0.9,62.0
2021-09-26,68,59.2,0.99,18.1
2021-09-26,50,17.7,0.72,14.2
2021-09-26,80,20.0,0.58,23.7
2021-09-26,976,32.2,1.72,16.7
2021-09-26,49,45.7,1.46,13.8
2021-09-26,40,23.3,0.74,20.6
2021-09-26,01,53.3,1.31,23.8
2021-09-26,55,23.7,0.68,18.1
2021-09-26,71,23.0,0.83,14.6
2021-09-26,75,75.9,1.01,32.2
2021-09-26,05,64.9,1.46,62.0
2021-09-26,82,44.6,1.0,39.7
2021-09-26,93,92.4,1.57,32.2
2021-09-26,13,143.4,1.6,62.0
2021-09-26,29,20.2,0.66,16.0
2021-09-26,03,27.2,0.84,23.8
2021-09-26,54,36.7,0.82,18.1
2021-09-26,70,22.7,0.68,14.6
2021-09-26,66,52.8,1.04,39.7
2021-09-26,971,118.1,3.5,107.4
2021-09-26,32,48.4,1.28,39.7
2021-09-26,11,58.0,1.26,39.7
2021-09-26,19,19.6,0.66,20.6
2021-09-26,24,25.0,0.79,20.6
2021-09-26,21,35.5,1.05,14.6
2021-09-26,2A,62.2,1.0,44.4
2021-09-26,77,56.8,1.24,32.2
2021-09-26,973,540.8,15.77,200.0
2021-09-26,28,53.6,1.57,20.0
2021-09-26,85,22.2,0.71,13.8
2021-09-26,53,52.1,1.72,13.8
2021-09-26,15,17.5,0.56,23.8
2021-09-26,26,74.0,1.6,23.8
2021-09-26,46,51.4,1.32,39.7
2021-09-26,60,49.0,1.18,23.7
2021-09-26,07,55.4,1.28,23.8
2021-09-26,56,32.4,1.05,16.0
2021-09-26,972,162.5,4.85,373.1
2021-09-26,63,52.2,1.38,23.8
2021-09-26,974,48.6,1.27,34.6
2021-09-26,36,19.8,0.75,20.0
2021-09-26,65,52.0,1.11,39.7
2021-09-26,41,25.6,0.88,20.0
2021-09-26,45,42.0,1.22,20.0
2021-09-26,69,61.6,1.21,23.8
2021-09-26,34,55.7,1.03,39.7
2021-09-26,16,59.7,1.96,20.6
2021-09-26,08,33.5,0.97,18.1
2021-09-26,47,45.1,1.13,20.6
2021-09-26,88,38.7,0.87,18.1
2021-09-26,39,70.2,1.75,14.6
2021-09-26,79,38.1,1.21,20.6
2021-09-26,09,70.2,1.42,39.7
2021-09-26,61,17.3,0.62,14.2
2021-09-26,94,71.7,1.32,32.2
2021-09-26,78,75.7,1.58,32.2
2021-09-26,58,17.5,0.76,14.6
2021-09-26,17,32.6,1.0,20.6
2021-09-26,92,63.3,1.13,32.2
2021-09-26,23,16.3,0.55,20.6
2021-09-26,25,50.6,1.13,14.6
2021-09-26,62,22.3,0.63,23.7
2021-09-26,87,55.0,1.67,20.6
2021-09-26,27,36.1,1.05,14.2
2021-09-26,12,39.5,1.02,39.7
2021-09-26,14,21.8,0.58,14.2
2021-09-26,33,44.7,1.13,20.6
2021-09-26,02,24.5,0.74,23.7
2021-09-26,31,53.9,1.16,39.7
2021-09-26,18,51.6,1.67,20.0
2021-09-26,57,69.6,1.25,18.1
2021-09-26,67,42.2,0.74,18.1
2021-09-26,43,30.0,0.76,23.8
2021-09-26,64,48.7,1.15,20.6
2021-09-26,59,49.7,1.0,23.7
2021-09-26,90,48.5,0.91,14.6
2021-09-26,30,62.0,1.23,39.7
2021-09-26,48,28.8,0.96,39.7
2021-09-26,81,47.7,1.15,39.7
2021-09-26,95,72.3,1.33,32.2
2021-09-26,89,41.9,1.23,14.6
2021-09-26,52,24.2,0.78,18.1
2021-09-26,44,43.1,1.23,13.8
2021-09-26,10,43.6,1.14,18.1
2021-09-26,38,41.7,1.15,23.8
2021-09-26,22,37.9,1.12,16.0
2021-09-26,06,89.6,1.22,62.0
2021-09-26,37,33.0,1.06,20.0
2021-09-26,84,72.6,1.3,62.0
2021-09-26,72,46.0,1.47,13.8
2021-09-26,42,47.5,1.14,23.8
2021-09-26,91,67.5,1.46,32.2
2021-09-26,74,70.9,1.47,23.8
2021-09-26,73,43.5,1.13,23.8
2021-09-26,2B,46.6,0.84,44.4
2021-09-26,51,42.0,1.13,18.1
