url_test,prod_url
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/032/080/080.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/032/080/080.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/008/008.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/008/008.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/010/010.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/010/010.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/051/051.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/051/051.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/052/052.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/052/052.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/054/054.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/054/054.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/055/055.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/055/055.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/057/057.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/057/057.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/067/067.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/067/067.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/068/068.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/068/068.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/044/088/088.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/044/088/088.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/052/044/044.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/052/044/044.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/052/049/049.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/052/049/049.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/052/053/053.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/052/053/053.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/052/072/072.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/052/072/072.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/052/085/085.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/052/085/085.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/053/022/022.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/053/022/022.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/053/029/029.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/053/029/029.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/053/035/035.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/053/035/035.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/053/056/056.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/053/056/056.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/016/016.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/016/016.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/017/017.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/017/017.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/019/019.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/019/019.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/023/023.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/023/023.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/024/024.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/024/024.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/033/033.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/033/033.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/040/040.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/040/040.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/047/047.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/047/047.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/064/064.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/064/064.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/079/079.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/079/079.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/086/086.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/086/086.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/075/087/087.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/075/087/087.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/009/009.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/009/009.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/011/011.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/011/011.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/012/012.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/012/012.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/030/030.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/030/030.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/031/031.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/031/031.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/032/032.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/032/032.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/034/034.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/034/034.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/046/046.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/046/046.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/048/048.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/048/048.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/065/065.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/065/065.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/066/066.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/066/066.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/081/081.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/081/081.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/076/082/082.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/076/082/082.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/001/001.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/001/001.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/003/003.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/003/003.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/007/007.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/007/007.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/015/015.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/015/015.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/026/026.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/026/026.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/038/038.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/038/038.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/042/042.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/042/042.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/043/043.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/043/043.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/063/063.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/063/063.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/069/069.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/069/069.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/073/073.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/073/073.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/084/074/074.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/084/074/074.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/093/004/004.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/093/004/004.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/093/005/005.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/093/005/005.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/093/006/006.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/093/006/006.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/093/013/013.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/093/013/013.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/093/083/083.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/093/083/083.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/093/084/084.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/093/084/084.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/094/02A/02A.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/094/02A/02A.xml
https://www.resultats-elections.interieur.gouv.fr/telechargements/EssaiPR2022/resultatsT1/094/02B/02B.xml,https://www.resultats-elections.interieur.gouv.fr/telechargements/PR2022/resultatsT1/094/02B/02B.xml
