datetime,tx_incid
2021-03-22,295.434723641118
2021-03-23,306.356277013803
2021-03-24,316.334673048847
2021-03-25,326.79731258268
2021-03-26,336.827857917594
2021-03-27,343.38078994120497
2021-03-28,343.55064766078
2021-03-29,352.775113817709
2021-03-30,360.919344477341
2021-03-31,364.633864608051
2021-04-01,366.53954902328496
2021-04-02,364.693463807902
2021-04-03,363.48658001092
2021-04-04,363.203483811628
2021-04-05,296.85765453755903
2021-04-06,312.18805871921796
2021-04-07,311.414759101152
2021-04-08,307.691299090464
2021-04-09,306.609573613169
2021-04-10,306.223668794135
2021-04-11,306.336907273851
2021-04-12,362.489783393413
2021-04-13,333.435173466079
2021-04-14,322.44508101356496
2021-04-15,314.13844253433996
2021-04-16,305.663436315536
2021-04-17,300.208619549178
2021-04-18,299.59623777071
2021-04-19,292.261066249055
2021-04-20,286.89266832248103
2021-04-21,283.112589071935
2021-04-22,278.015367504684
2021-04-23,272.173155939295
2021-04-24,267.85668389009
2021-04-25,266.403953393724
2021-04-26,255.787845920275
2021-04-27,246.940344702402
2021-04-28,236.380856468811
2021-04-29,226.38160071382003
2021-04-30,217.899144595034
2021-05-01,197.76802486538202
2021-05-02,197.681606025598
2021-05-03,189.80557176529598
2021-05-04,182.951663782438
2021-05-05,176.27208345914397
2021-05-06,170.075256654642
2021-05-07,163.358426831441
2021-05-08,163.435905791247
2021-05-09,162.422719393781
2021-05-10,154.914710192558
2021-05-11,149.58803170588
2021-05-12,147.233863311768
2021-05-13,126.23259526429199
2021-05-14,125.11362028709101
2021-05-15,132.389192608895
2021-05-16,131.530964131041
2021-05-17,125.40565636636002
2021-05-18,123.73240883054501
2021-05-19,120.18178649942499
2021-05-20,134.327656584047
2021-05-21,127.017814722328
2021-05-22,125.341587226521
2021-05-23,124.544447928514
2021-05-24,100.28012368919902
2021-05-25,101.817783045354
2021-05-26,99.1194292721023
2021-05-27,97.0051476573901
2021-05-28,94.1712057044778
2021-05-29,92.0181846098625
2021-05-30,91.6024801909022
2021-05-31,103.926104740081
2021-06-01,91.14505633204621
2021-06-02,84.78731168794691
2021-06-03,78.6351842833334
2021-06-04,72.6886741182056
2021-06-05,69.1157020871416
2021-06-06,68.2336339293477
2021-06-07,61.5436237460794
2021-06-08,57.1675524970239
2021-06-09,52.15525978955971
2021-06-10,47.4037135814433
2021-06-11,43.4463267113407
2021-06-12,40.828431857888106
2021-06-13,40.2413797393563
2021-06-14,35.288686231743
2021-06-15,32.0449997798555
2021-06-16,29.504583886209
2021-06-17,27.5303603911466
2021-06-18,25.486107836259198
2021-06-19,24.3775627190317
2021-06-20,24.203235059467698
2021-06-21,22.336290124136895
2021-06-22,21.190495507002602
2021-06-23,20.3873962890111
2021-06-24,19.624526530919102
2021-06-25,18.9421156926258
2021-06-26,18.7558681930916
2021-06-27,18.819937332931303
2021-06-28,19.0434343323724
2021-06-29,19.4636086913215
2021-06-30,20.6541027083441
2021-07-01,21.7283782856573
2021-07-02,23.227298161908497
2021-07-03,24.520600798674003
2021-07-04,25.0227240574182
2021-07-05,27.5944295309863
2021-07-06,29.847279285352002
2021-07-07,32.4353745388791
2021-07-08,35.159057972067195
2021-07-09,37.997469864968295
2021-07-10,39.983613200001
2021-07-11,40.725623238145204
2021-07-12,46.576774683511495
2021-07-13,53.876186685255696
2021-07-14,50.9990353124514
2021-07-15,64.1302290196103
2021-07-16,75.4347072513378
2021-07-17,84.8379710078202
2021-07-18,87.9177596601177
2021-07-19,109.191694046912
2021-07-20,126.971625342444
2021-07-21,156.59540762835502
2021-07-22,167.367963001413
2021-07-23,181.989136704845
2021-07-24,191.089934522084
2021-07-25,193.195276256819
2021-07-26,208.625509098228
2021-07-27,215.91896117998698
2021-07-28,219.703510370522
2021-07-29,224.77093233784802
2021-07-30,227.205559651759
2021-07-31,227.308368271502
2021-08-01,227.38733721130401
2021-08-02,228.992045667291
2021-08-03,230.45371604363498
2021-08-04,231.595040720781
2021-08-05,233.07906079706902
2021-08-06,235.41981937121497
2021-08-07,237.29719416652
2021-08-08,238.37146974383302
2021-08-09,241.13389265692402
2021-08-10,244.09448290952002
2021-08-11,245.94354808489499
2021-08-12,247.97439081981602
2021-08-13,247.12212226194802
2021-08-14,247.755363760364
2021-08-15,247.497597221009
2021-08-16,244.694944848018
2021-08-17,239.705001840498
2021-08-18,233.75998165536598
2021-08-19,226.88223399256802
2021-08-20,222.62238118322102
2021-08-21,218.606885093264
2021-08-22,217.733756815448
2021-08-23,211.005007152276
2021-08-24,205.16726552687697
2021-08-25,199.161156161898
2021-08-26,193.07011793713198
2021-08-27,186.15363079443
2021-08-28,181.12941824699502
2021-08-29,179.627518410752
2021-08-30,168.813243597798
2021-08-31,161.373773476404
2021-09-01,155.880217230144
2021-09-02,148.983099827393
2021-09-03,141.990623704881
2021-09-04,138.597939253367
2021-09-05,137.46704443619498
2021-09-06,128.793870877887
2021-09-07,121.85503403524099
2021-09-08,114.792528852904
2021-09-09,110.000753184888
2021-09-10,105.08530917718201
2021-09-11,101.03107360732099
2021-09-12,99.7124413106192
2021-09-13,92.4934882286738
2021-09-14,87.5735742809785
2021-09-15,83.64896697079391
2021-09-16,79.6036712809112
2021-09-17,76.0634788097652
2021-09-18,73.8061591154108
2021-09-19,73.0924586971958
2021-09-20,68.8281359478608
2021-09-21,65.8407260553323
2021-09-22,62.9933742824536
2021-09-23,61.0474604073203
2021-09-24,59.070256952265304
2021-09-25,57.820163735391795
2021-09-26,57.4506486963159
2021-09-27,55.5583741010485
2021-09-28,54.3202007241452
2021-09-29,52.995608507458
2021-09-30,51.5845974509869
2021-10-01,49.8398308753506
2021-10-02,48.5346083986149
2021-10-03,48.3751805390137
2021-10-04,46.426286703887904
2021-10-05,45.2909219467274
2021-10-06,44.325414909142104
2021-10-07,43.814351770420295
2021-10-08,43.488046151236404
2021-10-09,43.8322315303756
2021-10-10,43.7830621904986
2021-10-11,44.420773628903596
2021-10-12,45.198543186958396
2021-10-13,46.2608989243015
2021-10-14,48.7700252380262
2021-10-15,48.7566154180597
2021-10-16,48.4660693187864
2021-10-17,48.4481895588311
2021-10-18,48.82813445788079
2021-10-19,49.68040301574929
2021-10-20,51.2180623719036
2021-10-21,51.1718729920191
2021-10-22,53.5901105259711
2021-10-23,55.2171686819019
2021-10-24,55.331897141614895
2021-10-25,56.219925219394
2021-10-26,56.8203871578922
2021-10-27,57.2271516968749
2021-10-28,57.3657198365283
2021-10-29,59.192435311959706
2021-10-30,61.321616726634595
2021-10-31,62.21262476440621
2021-11-01,54.1190534246482
2021-11-02,62.2841438042274
2021-11-03,66.0970026146914
2021-11-04,69.86218206527471
2021-11-05,73.44260399632
2021-11-06,76.16330746951559
2021-11-07,76.6222213083678
2021-11-08,95.15459250201842
2021-11-09,94.29189408417601
2021-11-10,99.0017208523967
2021-11-11,90.0290613148373
2021-11-12,100.97147440747
2021-11-13,105.350525616518
2021-11-14,106.81219599286301
2021-11-15,120.305454839116
2021-11-16,132.453261748734
2021-11-17,144.584678878394
2021-11-18,172.37131582889901
2021-11-19,181.60770182579898
2021-11-20,192.001802279803
2021-11-21,194.001355434803
2021-11-22,214.00880682476398
2021-11-23,232.36387039885798
2021-11-24,252.03905624965
2021-11-25,272.608230098207
2021-11-26,294.215920004166
2021-11-27,308.652336188061
2021-11-28,312.262557719031
2021-11-29,344.362686758749
2021-11-30,368.504832638369
2021-12-01,389.973954404675
2021-12-02,413.204232526576
2021-12-03,433.43965085596705
2021-12-04,446.24155898395
2021-12-05,449.44799593593103
2021-12-06,471.560789060626
2021-12-07,486.22964212394004
2021-12-08,497.43727165590894
2021-12-09,502.534493223161
2021-12-10,504.759033357598
2021-12-11,506.27285303381205
2021-12-12,507.79412261000704
